INDEX,NAME,DATE,VALUE
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,12/31/03,100
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,1/31/04,101.69
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,2/29/04,101.21
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,3/31/04,100.8
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,4/30/04,102.36
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,5/31/04,102.1
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,6/30/04,103.25
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,7/31/04,102.28
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,8/31/04,102.14
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,9/30/04,101.67
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,10/31/04,100.43
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,11/30/04,102.2
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,12/31/04,103.01
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,1/31/05,102.61
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,2/28/05,101.45
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,3/31/05,102.7
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,4/30/05,104.84
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,5/31/05,105.66
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,6/30/05,105.84
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,7/31/05,106.33
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,8/31/05,110.03
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,9/30/05,112.05
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,10/31/05,117.51
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,11/30/05,120.7
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,12/31/05,119.28
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,1/31/06,128.35
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,2/28/06,134.26
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,3/31/06,137.43
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,4/30/06,142.81
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,5/31/06,152.23
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,6/30/06,158.53
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,7/31/06,167.77
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,8/31/06,171.54
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,9/30/06,172.64
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,10/31/06,178.1
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,11/30/06,182.04
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,12/31/06,184.74
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,1/31/07,190.36
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,2/28/07,197.09
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,3/31/07,203.59
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,4/30/07,218.43
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,5/31/07,239.42
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,6/30/07,249.42
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,7/31/07,254.55
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,8/31/07,250.3
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,9/30/07,249.89
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,10/31/07,249.02
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,11/30/07,246.48
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,12/31/07,244.99
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,1/31/08,245.95
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,2/29/08,252.46
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,3/31/08,257.94
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,4/30/08,257.87
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,5/31/08,264.86
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,6/30/08,270.73
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,7/31/08,269.73
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,8/31/08,269.98
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,9/30/08,258.96
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,10/31/08,229.19
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,11/30/08,229.46
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,12/31/08,222.42
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,1/31/09,224.91
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,2/28/09,227.56
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,3/31/09,224.49
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,4/30/09,232.79
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,5/31/09,233.7
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,6/30/09,235.89
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,7/31/09,238.09
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,8/31/09,240.72
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,9/30/09,246.04
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,10/31/09,252.92
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,11/30/09,255.16
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,12/31/09,259.04
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,1/31/10,267.97
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,2/28/10,280.97
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,3/31/10,287.64
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,4/30/10,300.86
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,5/31/10,311.92
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,6/30/10,314.57
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,7/31/10,315.88
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,8/31/10,317.42
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,9/30/10,321.3
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,10/31/10,329.58
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,11/30/10,334.29
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,12/31/10,341.09
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,1/31/11,345.36
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,2/28/11,352.97
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,3/31/11,349.16
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,4/30/11,353.54
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,5/31/11,359.19
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,6/30/11,360.48
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,7/31/11,360.53
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,8/31/11,347.36
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,9/30/11,333.46
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,10/31/11,322.22
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,11/30/11,311.34
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,12/31/11,304.7
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,1/31/12,307.28
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,2/29/12,312.25
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,3/31/12,311.17
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,4/30/12,309.52
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,5/31/12,300.3
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,6/30/12,291.95
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,7/31/12,290.05
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,8/31/12,284.77
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,9/30/12,289.73
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,10/31/12,289.46
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,11/30/12,293.5
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,12/31/12,294.17
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,1/31/13,297.44
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,2/28/13,300.88
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,3/31/13,298.35
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,4/30/13,298.08
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,5/31/13,299.52
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,6/30/13,302.7
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,7/31/13,303.23
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,8/31/13,299.2
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,9/30/13,302.52
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,10/31/13,301.98
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,11/30/13,299.35
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,12/31/13,296.94
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,1/31/14,287.35
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,2/28/14,287.52
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,3/31/14,287.37
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,4/30/14,283.37
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,5/31/14,283.9
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,6/30/14,282.22
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,7/31/14,279.93
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,8/31/14,278.31
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,9/30/14,278.58
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,10/31/14,275.28
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,11/30/14,275.89
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,12/31/14,273.93
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,1/31/15,279.16
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,2/28/15,280.66
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,3/31/15,281.16
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,4/30/15,282.6
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,5/31/15,281.16
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,6/30/15,287.65
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,7/31/15,286.17
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,8/31/15,283.91
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,9/30/15,284.79
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,10/31/15,281.61
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,11/30/15,279.55
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,12/31/15,280.38
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,1/31/16,284.47
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,2/29/16,285.1
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,3/31/16,290.11
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,4/30/16,290.16
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,5/31/16,294.2
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,6/30/16,307.14
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,7/31/16,319.38
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,8/31/16,335.05
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,9/30/16,336.82
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,10/31/16,343.94
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,11/30/16,348.12
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,12/31/16,350.16
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,1/31/17,347.08
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,2/28/17,350.02
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,3/31/17,351.16
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,4/30/17,352.32
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,5/31/17,352.79
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,6/30/17,357.96
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,7/31/17,365.17
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,8/31/17,368.85
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,9/30/17,365.86
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,10/31/17,368.69
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,11/30/17,373.67
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,12/31/17,369.24
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,1/31/18,378.42
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,2/28/18,379.18
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,3/31/18,377.98
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,4/30/18,377.54
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,5/31/18,390.49
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,6/30/18,397.26
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,7/31/18,395.74
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,8/31/18,400.88
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,9/30/18,408.93
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,10/31/18,401.51
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,11/30/18,402.67
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,12/31/18,399.85
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,1/31/19,394.38
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,2/28/19,394.95
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,3/31/19,386.22
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,4/30/19,382.81
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,5/31/19,384.68
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,6/30/19,387.85
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,7/31/19,390.74
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,8/31/19,396.91
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,9/30/19,393.18
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,10/31/19,384.91
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,11/30/19,374.5
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,12/31/19,374.11
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,1/31/20,374.41
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,2/29/20,368.44
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,3/31/20,360.95
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,4/30/20,360.46
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,5/31/20,367.07
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,6/30/20,372.78
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,7/31/20,374.39
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,8/31/20,375.04
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,9/30/20,382.97
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,10/31/20,386.1
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,11/30/20,384.12
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,12/31/20,386
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,1/31/21,388.05
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,2/28/21,390.58
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,3/31/21,393.29
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,4/30/21,397.69
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,5/31/21,401.42
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,6/30/21,402.62
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,7/31/21,409.03
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,8/31/21,412.46
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,9/30/21,416.3
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,10/31/21,417.4
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,11/30/21,426.79
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,12/31/21,433.03
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,1/31/22,438.09
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,2/28/22,442.27
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,3/31/22,442.51
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,4/30/22,449.51
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,5/31/22,457.66
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,6/30/22,454.35
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,7/31/22,452.36
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,8/31/22,452.12
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,9/30/22,466.03
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,10/31/22,470.69
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,11/30/22,470.28
Bordeaux_Legends_40,Liv-ex Bordeaux Legends 40,12/31/22,469.63
burgundy_150,Liv-ex Burgundy 150,12/31/03,100
burgundy_150,Liv-ex Burgundy 150,1/31/04,101.75
burgundy_150,Liv-ex Burgundy 150,2/29/04,100.17
burgundy_150,Liv-ex Burgundy 150,3/31/04,102.36
burgundy_150,Liv-ex Burgundy 150,4/30/04,103.26
burgundy_150,Liv-ex Burgundy 150,5/31/04,102.49
burgundy_150,Liv-ex Burgundy 150,6/30/04,100.91
burgundy_150,Liv-ex Burgundy 150,7/31/04,99.98
burgundy_150,Liv-ex Burgundy 150,8/31/04,104.9
burgundy_150,Liv-ex Burgundy 150,9/30/04,106.19
burgundy_150,Liv-ex Burgundy 150,10/31/04,104.62
burgundy_150,Liv-ex Burgundy 150,11/30/04,106.31
burgundy_150,Liv-ex Burgundy 150,12/31/04,108.17
burgundy_150,Liv-ex Burgundy 150,1/31/05,106.64
burgundy_150,Liv-ex Burgundy 150,2/28/05,107.52
burgundy_150,Liv-ex Burgundy 150,3/31/05,106.21
burgundy_150,Liv-ex Burgundy 150,4/30/05,105.59
burgundy_150,Liv-ex Burgundy 150,5/31/05,105.62
burgundy_150,Liv-ex Burgundy 150,6/30/05,106.48
burgundy_150,Liv-ex Burgundy 150,7/31/05,105.76
burgundy_150,Liv-ex Burgundy 150,8/31/05,103.69
burgundy_150,Liv-ex Burgundy 150,9/30/05,109.28
burgundy_150,Liv-ex Burgundy 150,10/31/05,110.41
burgundy_150,Liv-ex Burgundy 150,11/30/05,108.15
burgundy_150,Liv-ex Burgundy 150,12/31/05,109.57
burgundy_150,Liv-ex Burgundy 150,1/31/06,108.11
burgundy_150,Liv-ex Burgundy 150,2/28/06,108.4
burgundy_150,Liv-ex Burgundy 150,3/31/06,111.81
burgundy_150,Liv-ex Burgundy 150,4/30/06,113.51
burgundy_150,Liv-ex Burgundy 150,5/31/06,115.9
burgundy_150,Liv-ex Burgundy 150,6/30/06,115.37
burgundy_150,Liv-ex Burgundy 150,7/31/06,119.04
burgundy_150,Liv-ex Burgundy 150,8/31/06,122.4
burgundy_150,Liv-ex Burgundy 150,9/30/06,123.22
burgundy_150,Liv-ex Burgundy 150,10/31/06,126.75
burgundy_150,Liv-ex Burgundy 150,11/30/06,129.18
burgundy_150,Liv-ex Burgundy 150,12/31/06,132.13
burgundy_150,Liv-ex Burgundy 150,1/31/07,130.39
burgundy_150,Liv-ex Burgundy 150,2/28/07,135.29
burgundy_150,Liv-ex Burgundy 150,3/31/07,137.66
burgundy_150,Liv-ex Burgundy 150,4/30/07,140.69
burgundy_150,Liv-ex Burgundy 150,5/31/07,145.05
burgundy_150,Liv-ex Burgundy 150,6/30/07,148.7
burgundy_150,Liv-ex Burgundy 150,7/31/07,151.75
burgundy_150,Liv-ex Burgundy 150,8/31/07,153.68
burgundy_150,Liv-ex Burgundy 150,9/30/07,156.95
burgundy_150,Liv-ex Burgundy 150,10/31/07,156.8
burgundy_150,Liv-ex Burgundy 150,11/30/07,165.47
burgundy_150,Liv-ex Burgundy 150,12/31/07,170.07
burgundy_150,Liv-ex Burgundy 150,1/31/08,167.79
burgundy_150,Liv-ex Burgundy 150,2/29/08,176.14
burgundy_150,Liv-ex Burgundy 150,3/31/08,182.3
burgundy_150,Liv-ex Burgundy 150,4/30/08,179.49
burgundy_150,Liv-ex Burgundy 150,5/31/08,187.4
burgundy_150,Liv-ex Burgundy 150,6/30/08,188.36
burgundy_150,Liv-ex Burgundy 150,7/31/08,190.37
burgundy_150,Liv-ex Burgundy 150,8/31/08,191.69
burgundy_150,Liv-ex Burgundy 150,9/30/08,194.45
burgundy_150,Liv-ex Burgundy 150,10/31/08,191.99
burgundy_150,Liv-ex Burgundy 150,11/30/08,194.23
burgundy_150,Liv-ex Burgundy 150,12/31/08,188.03
burgundy_150,Liv-ex Burgundy 150,1/31/09,189.18
burgundy_150,Liv-ex Burgundy 150,2/28/09,191.17
burgundy_150,Liv-ex Burgundy 150,3/31/09,189.23
burgundy_150,Liv-ex Burgundy 150,4/30/09,193.47
burgundy_150,Liv-ex Burgundy 150,5/31/09,192.77
burgundy_150,Liv-ex Burgundy 150,6/30/09,189.51
burgundy_150,Liv-ex Burgundy 150,7/31/09,188.63
burgundy_150,Liv-ex Burgundy 150,8/31/09,190.14
burgundy_150,Liv-ex Burgundy 150,9/30/09,198.45
burgundy_150,Liv-ex Burgundy 150,10/31/09,194.74
burgundy_150,Liv-ex Burgundy 150,11/30/09,199.51
burgundy_150,Liv-ex Burgundy 150,12/31/09,198.56
burgundy_150,Liv-ex Burgundy 150,1/31/10,197.77
burgundy_150,Liv-ex Burgundy 150,2/28/10,198.98
burgundy_150,Liv-ex Burgundy 150,3/31/10,200.05
burgundy_150,Liv-ex Burgundy 150,4/30/10,200.3
burgundy_150,Liv-ex Burgundy 150,5/31/10,203.98
burgundy_150,Liv-ex Burgundy 150,6/30/10,202.79
burgundy_150,Liv-ex Burgundy 150,7/31/10,201.94
burgundy_150,Liv-ex Burgundy 150,8/31/10,206.87
burgundy_150,Liv-ex Burgundy 150,9/30/10,208.8
burgundy_150,Liv-ex Burgundy 150,10/31/10,212.34
burgundy_150,Liv-ex Burgundy 150,11/30/10,213.22
burgundy_150,Liv-ex Burgundy 150,12/31/10,223.2
burgundy_150,Liv-ex Burgundy 150,1/31/11,225.61
burgundy_150,Liv-ex Burgundy 150,2/28/11,236.74
burgundy_150,Liv-ex Burgundy 150,3/31/11,238.68
burgundy_150,Liv-ex Burgundy 150,4/30/11,244.59
burgundy_150,Liv-ex Burgundy 150,5/31/11,248.24
burgundy_150,Liv-ex Burgundy 150,6/30/11,258.92
burgundy_150,Liv-ex Burgundy 150,7/31/11,259.14
burgundy_150,Liv-ex Burgundy 150,8/31/11,258.92
burgundy_150,Liv-ex Burgundy 150,9/30/11,260.26
burgundy_150,Liv-ex Burgundy 150,10/31/11,258.84
burgundy_150,Liv-ex Burgundy 150,11/30/11,254.92
burgundy_150,Liv-ex Burgundy 150,12/31/11,261.79
burgundy_150,Liv-ex Burgundy 150,1/31/12,269.01
burgundy_150,Liv-ex Burgundy 150,2/29/12,274.65
burgundy_150,Liv-ex Burgundy 150,3/31/12,275.76
burgundy_150,Liv-ex Burgundy 150,4/30/12,270.55
burgundy_150,Liv-ex Burgundy 150,5/31/12,270.93
burgundy_150,Liv-ex Burgundy 150,6/30/12,271.59
burgundy_150,Liv-ex Burgundy 150,7/31/12,268.49
burgundy_150,Liv-ex Burgundy 150,8/31/12,271.21
burgundy_150,Liv-ex Burgundy 150,9/30/12,269.66
burgundy_150,Liv-ex Burgundy 150,10/31/12,267.48
burgundy_150,Liv-ex Burgundy 150,11/30/12,267.69
burgundy_150,Liv-ex Burgundy 150,12/31/12,268.66
burgundy_150,Liv-ex Burgundy 150,1/31/13,275.36
burgundy_150,Liv-ex Burgundy 150,2/28/13,282.25
burgundy_150,Liv-ex Burgundy 150,3/31/13,280.52
burgundy_150,Liv-ex Burgundy 150,4/30/13,288.56
burgundy_150,Liv-ex Burgundy 150,5/31/13,282.92
burgundy_150,Liv-ex Burgundy 150,6/30/13,287.56
burgundy_150,Liv-ex Burgundy 150,7/31/13,284.36
burgundy_150,Liv-ex Burgundy 150,8/31/13,280.07
burgundy_150,Liv-ex Burgundy 150,9/30/13,288.68
burgundy_150,Liv-ex Burgundy 150,10/31/13,290.79
burgundy_150,Liv-ex Burgundy 150,11/30/13,294.42
burgundy_150,Liv-ex Burgundy 150,12/31/13,293.29
burgundy_150,Liv-ex Burgundy 150,1/31/14,290.04
burgundy_150,Liv-ex Burgundy 150,2/28/14,288.96
burgundy_150,Liv-ex Burgundy 150,3/31/14,291.18
burgundy_150,Liv-ex Burgundy 150,4/30/14,285.98
burgundy_150,Liv-ex Burgundy 150,5/31/14,286.08
burgundy_150,Liv-ex Burgundy 150,6/30/14,287.26
burgundy_150,Liv-ex Burgundy 150,7/31/14,286.46
burgundy_150,Liv-ex Burgundy 150,8/31/14,286.85
burgundy_150,Liv-ex Burgundy 150,9/30/14,288.33
burgundy_150,Liv-ex Burgundy 150,10/31/14,290.33
burgundy_150,Liv-ex Burgundy 150,11/30/14,293.92
burgundy_150,Liv-ex Burgundy 150,12/31/14,291.05
burgundy_150,Liv-ex Burgundy 150,1/31/15,295.69
burgundy_150,Liv-ex Burgundy 150,2/28/15,292.63
burgundy_150,Liv-ex Burgundy 150,3/31/15,293.3
burgundy_150,Liv-ex Burgundy 150,4/30/15,293.52
burgundy_150,Liv-ex Burgundy 150,5/31/15,295.92
burgundy_150,Liv-ex Burgundy 150,6/30/15,296.43
burgundy_150,Liv-ex Burgundy 150,7/31/15,293.22
burgundy_150,Liv-ex Burgundy 150,8/31/15,292.6
burgundy_150,Liv-ex Burgundy 150,9/30/15,296.83
burgundy_150,Liv-ex Burgundy 150,10/31/15,303.77
burgundy_150,Liv-ex Burgundy 150,11/30/15,297.13
burgundy_150,Liv-ex Burgundy 150,12/31/15,294.87
burgundy_150,Liv-ex Burgundy 150,1/31/16,296.66
burgundy_150,Liv-ex Burgundy 150,2/29/16,299.16
burgundy_150,Liv-ex Burgundy 150,3/31/16,303.51
